"Time of Day","Process Name","PID","Operation","Path","Result","Detail","TID"
"6:49:41.5363927 PM","banload1.exe","5604","QuerySecurityFile","C:\Users\IEUser\Downloads\banload1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100","4972"
"6:49:41.5364054 PM","banload1.exe","5604","QueryBasicInformationFile","C:\Users\IEUser\Downloads\banload1.exe","SUCCESS","CreationTime: 9/23/2021 6:45:41 PM, LastAccessTime: 9/23/2021 6:49:41 PM, LastWriteTime: 9/23/2021 6:45:42 PM, ChangeTime: 9/23/2021 6:49:36 PM, FileAttributes: A","4972"
"6:49:41.5364226 PM","banload1.exe","5604","CloseFile","C:\Users\IEUser\Downloads\banload1.exe","SUCCESS","","4972"
"6:49:41.5366996 PM","banload1.exe","5604","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value, Enumerate Sub Keys","4972"
"6:49:41.5367110 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys","4972"
"6:49:41.5367228 PM","banload1.exe","5604","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5367308 PM","banload1.exe","5604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\ResourcePolicies","NAME NOT FOUND","Length: 24","4972"
"6:49:41.5367422 PM","banload1.exe","5604","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","","4972"
"6:49:41.5367995 PM","banload1.exe","5604","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","","4972"
"6:49:41.5370149 PM","banload1.exe","5604","CreateFile","C:\Users\IEUser\Downloads\banload1.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened","4972"
"6:49:41.5370610 PM","banload1.exe","5604","RegOpenKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","Desired Access: Query Value","4972"
"6:49:41.5370752 PM","banload1.exe","5604","RegSetInfoKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5370877 PM","banload1.exe","5604","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders\Cache","SUCCESS","Type: REG_SZ, Length: 116, Data: C:\Users\IEUser\AppData\Local\Microsoft\Windows\INetCache","4972"
"6:49:41.5371186 PM","banload1.exe","5604","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Shell Folders","SUCCESS","","4972"
"6:49:41.5371386 PM","banload1.exe","5604","QuerySecurityFile","C:\Users\IEUser\Downloads\banload1.exe","SUCCESS","Information: Owner, Group, DACL, SACL, Label, Attribute, Process Trust Label, 0x100","4972"
"6:49:41.5372167 PM","banload1.exe","5604","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened","4972"
"6:49:41.5372478 PM","banload1.exe","5604","QueryBasicInformationFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","CreationTime: 3/19/2019 4:21:26 AM, LastAccessTime: 9/23/2021 6:49:41 PM, LastWriteTime: 3/19/2019 4:21:26 AM, ChangeTime: 3/19/2019 4:25:53 AM, FileAttributes: A","4972"
"6:49:41.5372581 PM","banload1.exe","5604","CloseFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","","4972"
"6:49:41.5372852 PM","banload1.exe","5604","QueryBasicInformationFile","C:\Users\IEUser\Downloads\banload1.exe","SUCCESS","CreationTime: 9/23/2021 6:45:41 PM, LastAccessTime: 9/23/2021 6:49:41 PM, LastWriteTime: 9/23/2021 6:45:42 PM, ChangeTime: 9/23/2021 6:49:36 PM, FileAttributes: A","4972"
"6:49:41.5373096 PM","banload1.exe","5604","CloseFile","C:\Users\IEUser\Downloads\banload1.exe","SUCCESS","","4972"
"6:49:41.5373367 PM","banload1.exe","5604","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Disable8And16BitMitigation","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5374188 PM","banload1.exe","5604","RegOpenKey","HKLM\SYSTEM\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Query Value","4972"
"6:49:41.5374299 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Query Value","4972"
"6:49:41.5374439 PM","banload1.exe","5604","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5374522 PM","banload1.exe","5604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120","4972"
"6:49:41.5374659 PM","banload1.exe","5604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\EMPTY","NAME NOT FOUND","Length: 120","4972"
"6:49:41.5375425 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\NLS\Language","REPARSE","Desired Access: Read","4972"
"6:49:41.5375515 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\NLS\Language","SUCCESS","Desired Access: Read","4972"
"6:49:41.5375693 PM","banload1.exe","5604","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Nls\Language","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5375774 PM","banload1.exe","5604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Language\InstallLanguageFallback","NAME NOT FOUND","Length: 16","4972"
"6:49:41.5375883 PM","banload1.exe","5604","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Language","SUCCESS","","4972"
"6:49:41.5376004 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","REPARSE","Desired Access: Read","4972"
"6:49:41.5376089 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Desired Access: Read","4972"
"6:49:41.5376240 PM","banload1.exe","5604","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5376320 PM","banload1.exe","5604","RegEnumKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Index: 0, Name: en-US","4972"
"6:49:41.5376478 PM","banload1.exe","5604","RegQueryKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","Query: HandleTags, HandleTags: 0x400","4972"
"6:49:41.5376565 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US","SUCCESS","Desired Access: Read","4972"
"6:49:41.5376723 PM","banload1.exe","5604","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 273","4972"
"6:49:41.5376911 PM","banload1.exe","5604","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\AlternateCodePage","NAME NOT FOUND","Length: 12","4972"
"6:49:41.5377018 PM","banload1.exe","5604","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US","SUCCESS","","4972"
"6:49:41.5377095 PM","banload1.exe","5604","RegEnumKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","NO MORE ENTRIES","Index: 1, Length: 512","4972"
"6:49:41.5377187 PM","banload1.exe","5604","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS","","4972"
"6:49:41.5377302 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete","REPARSE","Desired Access: Read","4972"
"6:49:41.5377389 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5377581 PM","banload1.exe","5604","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read","4972"
"6:49:41.5377857 PM","banload1.exe","5604","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5378214 PM","banload1.exe","5604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","4972"
"6:49:41.5378390 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","4972"
"6:49:41.5378468 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: Name","4972"
"6:49:41.5378597 PM","banload1.exe","5604","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5378758 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","REPARSE","Desired Access: Read","4972"
"6:49:41.5378845 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5379023 PM","banload1.exe","5604","RegCloseKey","HKCU","SUCCESS","","4972"
"6:49:41.5379173 PM","banload1.exe","5604","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read","4972"
"6:49:41.5379333 PM","banload1.exe","5604","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5379534 PM","banload1.exe","5604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","4972"
"6:49:41.5379678 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","4972"
"6:49:41.5379778 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: Name","4972"
"6:49:41.5379894 PM","banload1.exe","5604","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5380050 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","4972"
"6:49:41.5380151 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: Name","4972"
"6:49:41.5380264 PM","banload1.exe","5604","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5380377 PM","banload1.exe","5604","RegCloseKey","HKCU","SUCCESS","","4972"
"6:49:41.5380490 PM","banload1.exe","5604","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read","4972"
"6:49:41.5380643 PM","banload1.exe","5604","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5380839 PM","banload1.exe","5604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","4972"
"6:49:41.5380984 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","4972"
"6:49:41.5381058 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: Name","4972"
"6:49:41.5381170 PM","banload1.exe","5604","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5381334 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","4972"
"6:49:41.5381406 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: Name","4972"
"6:49:41.5381515 PM","banload1.exe","5604","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read","4972"
"6:49:41.5381619 PM","banload1.exe","5604","RegSetInfoKey","HKCU\Control Panel\Desktop","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5381725 PM","banload1.exe","5604","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12","4972"
"6:49:41.5381853 PM","banload1.exe","5604","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS","","4972"
"6:49:41.5381931 PM","banload1.exe","5604","RegCloseKey","HKCU","SUCCESS","","4972"
"6:49:41.5382044 PM","banload1.exe","5604","RegOpenKey","HKLM\Software\WOW6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read","4972"
"6:49:41.5382243 PM","banload1.exe","5604","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read","4972"
"6:49:41.5382455 PM","banload1.exe","5604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access","4972"
"6:49:41.5382595 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0","4972"
"6:49:41.5382671 PM","banload1.exe","5604","RegQueryKey","HKCU","SUCCESS","Query: Name","4972"
"6:49:41.5382781 PM","banload1.exe","5604","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read","4972"
"6:49:41.5382888 PM","banload1.exe","5604","RegSetInfoKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5382964 PM","banload1.exe","5604","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12","4972"
"6:49:41.5383058 PM","banload1.exe","5604","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: en-US","4972"
"6:49:41.5383176 PM","banload1.exe","5604","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","","4972"
"6:49:41.5383253 PM","banload1.exe","5604","RegCloseKey","HKCU","SUCCESS","","4972"
"6:49:41.5386855 PM","banload1.exe","5604","Thread Create","","SUCCESS","Thread ID: 2344","4972"
"6:49:41.5388434 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\ws2_32.dll","SUCCESS","Image Base: 0x77090000, Image Size: 0x5f000","4972"
"6:49:41.5390432 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\rpcrt4.dll","SUCCESS","Image Base: 0x75520000, Image Size: 0xbf000","4972"
"6:49:41.5392657 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\sspicli.dll","SUCCESS","Image Base: 0x75050000, Image Size: 0x20000","4972"
"6:49:41.5394529 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\cryptbase.dll","SUCCESS","Image Base: 0x75040000, Image Size: 0xa000","4972"
"6:49:41.5396388 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\bcryptprimitives.dll","SUCCESS","Image Base: 0x774d0000, Image Size: 0x62000","4972"
"6:49:41.5398220 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\sechost.dll","SUCCESS","Image Base: 0x75c20000, Image Size: 0x79000","4972"
"6:49:41.5399128 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Query Value","4972"
"6:49:41.5399253 PM","banload1.exe","5604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Query Value","4972"
"6:49:41.5399381 PM","banload1.exe","5604","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0","4972"
"6:49:41.5399514 PM","banload1.exe","5604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Session Manager\SafeDllSearchMode","NAME NOT FOUND","Length: 16","4972"
"6:49:41.5401276 PM","banload1.exe","5604","CreateFile","C:\Users\IEUser\Downloads\winmm.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","4972"
"6:49:41.5402880 PM","banload1.exe","5604","CreateFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","4972"
"6:49:41.5403528 PM","banload1.exe","5604","QueryBasicInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","CreationTime: 9/15/2018 12:29:00 AM, LastAccessTime: 9/23/2021 6:06:16 PM, LastWriteTime: 9/15/2018 12:29:00 AM, ChangeTime: 3/19/2019 11:45:32 AM, FileAttributes: A","4972"
"6:49:41.5403625 PM","banload1.exe","5604","CloseFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","","4972"
"6:49:41.5404618 PM","banload1.exe","5604","CreateFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","4972"
"6:49:41.5404926 PM","banload1.exe","5604","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE","4972"
"6:49:41.5405785 PM","banload1.exe","5604","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","SUCCESS","SyncType: SyncTypeOther","4972"
"6:49:41.5407539 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Image Base: 0x75010000, Image Size: 0x24000","4972"
"6:49:41.5409537 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\msvcrt.dll","SUCCESS","Image Base: 0x76960000, Image Size: 0xc0000","4972"
"6:49:41.5410648 PM","banload1.exe","5604","CloseFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","","4972"
"6:49:41.5414937 PM","banload1.exe","5604","CreateFile","C:\Users\IEUser\Downloads\WINMMBASE.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a","4972"
"6:49:41.5416492 PM","banload1.exe","5604","CreateFile","C:\Windows\SysWOW64\winmmbase.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","4972"
"6:49:41.5418414 PM","banload1.exe","5604","QueryBasicInformationFile","C:\Windows\SysWOW64\winmmbase.dll","SUCCESS","CreationTime: 9/15/2018 12:29:00 AM, LastAccessTime: 9/23/2021 6:06:16 PM, LastWriteTime: 9/15/2018 12:29:00 AM, ChangeTime: 3/19/2019 11:45:32 AM, FileAttributes: A","4972"
"6:49:41.5418524 PM","banload1.exe","5604","CloseFile","C:\Windows\SysWOW64\winmmbase.dll","SUCCESS","","4972"
"6:49:41.5419564 PM","banload1.exe","5604","CreateFile","C:\Windows\SysWOW64\winmmbase.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","4972"
"6:49:41.5419830 PM","banload1.exe","5604","CreateFileMapping","C:\Windows\SysWOW64\winmmbase.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE","4972"
"6:49:41.5420375 PM","banload1.exe","5604","CreateFileMapping","C:\Windows\SysWOW64\winmmbase.dll","SUCCESS","SyncType: SyncTypeOther","4972"
"6:49:41.5422014 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\winmmbase.dll","SUCCESS","Image Base: 0x74fe0000, Image Size: 0x23000","4972"
"6:49:41.5424082 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\cfgmgr32.dll","SUCCESS","Image Base: 0x77860000, Image Size: 0x3b000","4972"
"6:49:41.5426013 PM","banload1.exe","5604","Load Image","C:\Windows\SysWOW64\ucrtbase.dll","SUCCESS","Image Base: 0x778a0000, Image Size: 0x122000","4972"
"6:49:41.5426669 PM","banload1.exe","5604","CloseFile","C:\Windows\SysWOW64\winmmbase.dll","SUCCESS","","4972"
